VAMOSOVYNE (7) | yeomans(+yeomen(inv)) (avoyés(vt),mayens,mosane(-an),moyens,samoen(-enne))
EICEORSOIA (8) | aciéries, cerisaie
DSSAALMONX (7) | dolmans, samoans (-ane)
BISNEAMIPE (9) | bien(-)aimés(adj) (amibiens°,épinaies,pembinas,pimbinas)
PLNIUEMSGN (8) | pinnules
SOETASRSUU (10)| sous-saturé (ossatures, tousseurs(-euse), trousseau)
IDUCESRNEL (10)| incrédules (dulcinées(nf),endurcies,nucléides)
LATOSOLIUP (9) | pouillots(nm) (loupiots(-ote,otte),salopiot(-aud,au(x)))
PARLOSTECE (10)| pectorales, (crapelets,écolâtres,escaloper(vt),porcelets,porte-clés(-clefs inv),spectrale)
ILDIOTAGIA (7) | digital (adagio,aligot(aligoté : nm),laogai)
AFERUMIRIE (8) | aurifère, aurifier/ée, frimaire, ramifier/ée
ORAGONOBEE (8) | enrobage
EQUNTIERNS (9) | esquinter (vt), neustrien
OSRDIIUISC (8) | discours (inv) (suçoirs)
LIEGLIURAL (9) | aiguiller (+llier) (guérilla)
MDECACESUN (9) | succédané(nm) (cadencés(vt), caducées(nf), saducéen°)
OVESERARET (9) | traversée
XETAIITVOP (8) | optative
INPIUORSUL (8) | Ripolins (linsoir(linçoir),piloris,plioirs,pulsion,upsilon)
MHILTAOEET (9) | matthiole (hématite, matelote)
TLACESARAC (9) | saccarate (caracals, catalase)
ULOTIPUSIR (8) | tripolis (piloris,pilotis,plioirs,tripous(oux, pl seulement))
ONSRPAIPNE (9) | péronnais,napperons (anoniers,nippones,panorpes,propanes,raisonné,rapponse,saponine)
OPEAGSCAIM (9) | apogamies (copiages)
OVUDEFERAS (9) | désavouer,défaveurs (fraudées,draveuse,savourée)
TETAPENIVU (8) | putative, patienté(vi), pieutant
PTPAAIGCRN (9) | agrippant (grippant(vt), graciant, parpaing)
RSLNNCAORA (8) | alcorans,arcanson (rançons,larrons(nm),corrals(nm),lançons,cranson,carrons)
ABCSECBOUA (8) | cabécous (cabécou)
MECRVEISUE (8) | cuivrées(vt),éviscéré,crémeuse,revécues,escrimée(vt)
ADAXUBESEC (9) | escabeaux (buxacées (nf))
SINACOSIZU (7) | caisson,casinos,cousins,coussin,cuisson,sizains
ECERUDINIC (8) | endurcie
SOCALEPARU (9) | caporales
SOSIRERANO (9) | norroises°, sonoriser (vt)
UPEMOGIDIS (8) | sigmoïde
REAPGNSUTN (10)| répugnants (prégnants(e)) ((prenants(e),purgeant,tanneurs(euse),régnants(e),trépangs))
PALUNEMEGE (9) | épagneule (empênage(->empennage),mélangée,épagneul)
HOSUSANENA (8) | hosannas (haoussa, saanens)
DIVANELARO (10)| adénoviral ((alandier(nm),avaloire(oir),dévaloir(nm),laideron,varanidé,ordinale))
OSELEMIRIW (8) | molières, oiselier (ière), isomérie
RESEDOTINE (10)| désorienté (dénitrées(vt),détersion,désertion,détrônées,étendoirs,résidente,tenderies,orientées)
POBUCUSAHE (9) | pauchouse (ou pochouse)) (abouchés(vt), beaucoup)
RKETUVUPOD (8) | dépourvu (douteur (euse), pouture, pourvue)
YFOSASISEW (7) | fassies° (-> fassi, fassie, fassis)
FERESESOBI (9) | reboisées
OMODUTERIJ (8) | demi-tour(s), demi-jour(s)
FORUPANAME (7) | foramen, fumeron, parfumé, profané, rampeau(x)
NEMIMOPAMO (8) | opiomane (x) ((manipe, monôme, anomie))
ISANEBOCAL (9) | ablonaise°, blancoise°, anabolisé (adj), écobilans
TSAILOATSN (10)| saltations (lotissant (pas un verbe))
ASESECEGYR (9) | grasseyée (vt)
TESOSALETO (8) | stéatose, toastées (vt, + toasteur)
AEEPSALLCA (8) | a capella (inv), capselle, pale-ales
HASMEIARCI (9) | archaïsme, mariachis (charisme, chaisier (ière))
NNGAROUPEE (9) | augeronne (ennuager)
EIGAPUFIDA (7) | apifuge (pagaie, pageau(x))
PURISADEVA (9) | vaudaires (ravaudés(vt+eur/euse),disparue, pariades, diapause)
TVESITIESN (9) | investies, sensitive(if) (invitées, visitées)
NTEEYMEREE (7) | némerte (nf, ou némertien)
AQEEGYTTMB (8) | gambette (x) ((battée(nf),bégayé(vt),gattée(vt),gamète,tagète(ette),matété))
CSLRSEATRA (9) | tracasser (astrales, lactases, sacrales(aux))
TESLUISTBE (9) | tubitèles (tubistes,lisettes,bluettes(et),bileuses(eux),subtiles,blésités(nm),tubeless)
UUIOIDTFGL (8) | tiguidou(s) (dilutif(ive)) ((x))
SJHVAIIPUE (6) | suivie, juives, pavies (nf)
OPTDIAEFLI (7) | adoptif, lipoïde, platode, poilade, talpidé(nm)
NAOMNOOPLU (8) | poulamon,monoplan ((poumon)) (((lapon,Louma,malon,mulon,nopal(s))))
TEESEIUCSP (10)| cespiteuse(eux) (spécieuse(eux), suspectée)
NILEBONAAC (9) | cannibale,balancine(nf),canoniale(ial) (baconien°,lacanien°,écobilan)
ROITGVAEUL (9) | glavioter(vi),voltigeur(euse),violateur(trice),voiturage,vulgarité
PFIISREMON (9) | pisiforme, prosimien
OESAMRLBAC (10)| carambolés(vt),caramboles (albacores)
IRVNECONME (8) | cironnée(adj),connerie,convenir,vomérien
EAARRALTYG (8) | tararage (réalgar) ((errata,galate,ratage,rayage,Tergal(s),regrat,tarare,tarage))
MFPENSIAIO (9) | saponifié(vt) (amiénois,épiaison,infamies,panifiés(vt))
BOAHPACTII (7) | chapati, tapioca (acabit,bachat,bachot,pachto(+pachtou(n(e))),cabiai,chaabi,chabot,taï-chi)
DAZMPIEECA (8) | académie, zamiacée (nf)
HIBENENISE (8) | inhibées, ibsénien°
SIEETNIXLL (9) | instillée (vt) (sénilité, tellines)
CUIAFLPERA (9) | faculaire (x)
UUSSLCTAUL (7) | ullucus (saluts, sculls, tussau(x))
AURRNVAESI (10)| arénavirus (x) ((rainurés(vt),vauriens°,rivaners,survenir))
LIIHAPARSF (8) | harpails(aille) (fraisil,plaisir,raphias)
EOICPTASTV (9) | optatives, oviscapte
NTETOHERIN (9) | thréonine,rétention(inhérent,intenter,tontiner/ée,rénitent,ténorite,internet)
UNONECISEG (9) | consignée (cogneuse(eur),cosigner(vt),couennes,engoncés(vt),uncinées(adj),ogiennes°,sonégien°,ingénies,négociés,guinéens)
LALESUTEHU (8) | sautelle, lutéales (aethuse,haleuse,usuelle,thalles,létales)
SNEREPARAS (8) | repasser, persanes, Parnasse
RIPERURESE (10)| épierreurs(euse) (pierreuse(eux),perrières)
RCEDASAROR (8) | carrares
IIEABEMLKD (8) | kaliémie (bimédia, médiale (nf))
TEIMELEUCN (8) | cimentée,leucémie,centième,étincelé(vi),clémente
OINSOTOSSU (7) | toisons (tisons,tissus,suints,oisons)
EMELERITUF (9) | muletière(ier) (tréfilée(vt),tuméfier/ée,muflerie,émeutier,meulière(nf),trémulée(vt))
IBRSIDHNFO (7) | in-bords, bifrons(inv), bridons
DCOISODMAA (7) | adamois° (dadais (inv))
CSCOOENARA (8) | consacré (accores,arcanes,cancers,carcans,cancres,caracos,rasance,narcose,cornacs)
EKIPRNEUPO (7) | Kippour(inv),propène,poupine(in),popinée(nf),pénurie,péperin(nm)
NTNIAESALO (10)| nationales (laitonnés(vt),néolatins(e),néonatals(e),santoline,santaline,aliénants(e),annaliste, annalités)
RPLAOCSSOL (8) | colossal (alcools)
APRELLUIOL (10)| poulailler (x) ((roupillé (vi) ))
SRICSMEILI (9) | missilier (nm), similiser (vt)
UERCRALMEI (10)| mercuriale(nf) (mercuriel,miraculée(adj),éclaireur(euse))
IIBETRTSIU (9) | bruitiste (bitturés (ou biturer, vt))
XRENUUQUNA (7) | neuraux,uraneux(adj.m) (rauqué(vi),rauque,rénaux,aqueux)
BGNACAEUOB (9) | boucanage (x)
OIIHFINECF (8) | officine (chiffon(+chiffonner,vt),officié(vi))
CPADLPUAAN (6) | canada, landau(s), caudal(e,aux)
IANIOSMMSE (9) | animismes, mainmises
RNINUAEQEN (9) | énarquien (x)
CORIEENISB (10)| ébroïciens (nécrobies)
JNITOIEEGA (8) | ajointée (vt) (angiite,angéite,éjointé(vt),jointée(vt))
RCUPRQVAAO (6) | varroa (cupro, caoua, à-coup(s), copra, croup)
ICMOERLEEN (10)| cérémoniel (cérémonie) ((morcelée, écolière))
ECRTATIIAM (8) | amatrice (artémia,caraïte,citrate,émirati(e),matricé(vt))
XSAUPAEICR (8) | apraxies,carpeaux,aruspice,spaciaux,spacieux(euse),scarieux(euse)
UAGATUEQRE (9) | quartagée(vt) (équateur,truquage,quartage)
LUEDLUIAMP (8) | pallidum,impaludé(adj) (médulla,pallium,plumeau,plumule)
IVOSASUGOA (7) | asiagos,assouvi (assagi,avisos,sagous,saïgas)
SISARUFARY (7) | safaris, sarraus
EANTOESALL (9) | atellanes(inv) (allantes(n),énolates,atonales(+aux,als))
SNSHIEAFGO (8) | agnosies, angoissé (vt)
EUTIRIERET (9) | urétérite (triturée, urétrite)
EQENAXOTSI (8) | anxiétés, soixante (inv)
TEMACELUTI (9) | clématite (amulette)
PIREOATKGR (8) | progéria,argotier(ière),parigote,portager(vt),rétroagi(vi)
EGIRASEPAT (9) | épigastre,étripages,parasitée,partagées,piratages,retapages
ISIVANUWIB (6) | aubins (nm, ou aubain)
VEBETALOZA (7) | ablatée (vt), bavolet
CIRESUSONU (8) | creusois,encourus,secourus,sucrines,couseurs(euse),cuiseurs(nm),recousus,cousines,cousiner(vi)
HIPENURECE (8) | pêcherie, épinceur(euse), une-pièce(inv)
IRISIVASES (8) | asservis, ressaisi
ISAVOSITEX (8) | aixoises (visités,soviets,stévias,oisives,sixties(inv))
TPATLITSEI (9) | petit-lait(inv) (x) ((alpiste,aplites,altiste,plastie,stipité(adj),titiste))
MLANEEDOOV (7) | mendole, adénome, moldave
IESOEJGMRA (8) | majorées,simagrée(nf),jamerose,moirages,remisage
CAECRETMAA (7) | accrété(vt), cétérac (ou cétérach), crétacé (adj)
LMELIASSEI (9) | islamisée(vt),milliasse(ou millasse),semailles,mésalliés(vt),assimilée
ISDTRPAUSE (9) | disparues,pistardes,prussiate(nf),psautiers(nm),putassier(ière),sapiteurs(nf)
OCITUQENET (10)| tectonique (cétonique, tonétique)
UCBOSRAOST (8) | bourcats(e), robustas, scorbuts
DMBAIUDPEA (7) | badaude (ébaudi (vt), aubade)
OFSMESCIVA (8) | fascisme,favismes (associé,évasifs,fasciés(adj),fascisé(vt),fiascos,massive,sacomes,viscose)
AEREEBOLRJ (8) | élaborer/ée (arborée, boréale (+als/aux))
RSASANOSUU (6) | saunas, rouans, sonars, sarons
DOSEWELYBA (8) | déblayés (aboyées, albédos, délayés, dosable)
RERYLUSONO (8) | surloyer (nursery(s) ou nurserie)
ATOVULAMAS (7) | tamouls, ouvalas
SOMUUSEPEL (9) | mouleuses (eur), plumeuses (eur, eux)
SODOSUJELU (8) | sous-loué (vt) (x)
IDALICOMAT (8) | comitial(e,aux) (cotidal(e,aux))
AASOTOTORU (7) | aoûtats, rototos
EBIGOTAREB (8) | barbotée (vt), rabiotée (vt)
RAMITOETAT (8) | amaretto, attraite
NILERASOBI (9) | arboisien, berlinois
OSESISAGOL (9) | isoglosse (lissages)
NOMOLSANOC (7) | lançons
ESUSONISCE (9) | sécession
ROSOSUSENN (9) | oursonnes
OMAXIGOLAC (7) | gaïacol, coaxial(e,aux)
TERURAPONE (9) | arpenteur(euse), opérateur, pronateur, réopérant
NOCEFEXIRO (8) | foncière, conifère, exocrine
ILEXISEDES (9) | diésélisé (vt) (désilées (vt))
ORIQEDICEN (8) | crinoïde
EMASELOFYQ (7) | amylose, moflées (vt)
ROSEDAPEMY (10)| praséodyme (x) ((dépayser, samoyède))
NITOVEHUQO (9) | novotique (hoqueton)
SSEPUCEMOL (10)| compulsées (vt)
ADIWENINEL (9) | wildienne°
CABENEZERI (9) | canebière (ou cannebière) (bérézina, caribéen)
UFISETORAC (9) | autrefois, factorisé, fautrices
ULYLUVARUP (6) | plural(e,aux) (uvula)
OPESARETOH (9) | apothéose (prothèse,trophées,éphorats,oosphère,protéase)
LREPETIBIN (9) | libertine,reptilien (bénitier,inertiel,libérien°,piétiner,tibérien°)
EDANULARAX (9) | alexandra (x) ((daleaux, radeaux))
MIMOGESEFU (8) | gommeuse(eux), fumigées (vt)
OSULIXALOM (8) | amollois° (amollis)
ROTUMATUPO (8) | autotour, matoutou (partout (inv), potamot)
TOGECEVETA (8) | avocette (nf)
UMAVIVETAR (8) | aviateur, amirauté, matériau (marteau, amateur, artémia)
ESUJIHIDEC (8) | déjuchés (vt), suicidée
NOMEQERIGU (9) | génomique (gnomique,meringué(vt),moquerie,morigéné(vt),roméique)
USEGITALAL (9) | gaulliste, taillages, talalgies
EADCIZLOIT (8) | cotidale, docilité
ROOWLIESRM (7) | orioles, lorries(inv, lorry(s)), ormiers, ormoies
VAGICUQUGE (6) | caïque, cuvage, cuveau(x), icaque
QUCECAQOXE (7) | exaequo (coquée (adj), exaucé)
OPENOHESEG (9) | géophones (épongées, oogenèse, phosgène)
RAGOSOROSO (6) | sorgos (saros (inv))
EPIRENINOT (10)| piétonnier (péritoine,pétrinien,pinnotère(-thère),pionnière,potinière(ier))
DIFETOCISA (8) | codifiés, acidités, déficits
ETETERETUR (7) | uretère
SIXEDULOSE (8) | dissolue, suédoise, soldeuse(eur), dessoûlé, odieuses, soléidés
SISULARIGE (8) | aiguiser/és, glisseur(euse), laïusser(vi+eur/euse),alisiers,sarigues
EHUDACODAN (7) | caouane (-anne), enchaud
ILAMEMISES (10)| ismaélisme (islamisée(vt), islamisme, assimilée) ((séismale(al,aux)))
IONEVANETO (10)| ovationnée (x) ((novation))
ROVEFECERA (8) | orfévrée (adj) (x)
DIHONETEDA (9) | déodatien (adénoïde)
NAMESOTENO (9) | santoméen
ETAHENITEB (8) | hébétant, thébaïne (thébain, ...)
VENESUNEBE (9) | vénéneuse (x) ((x))
NNASOTANEL (9) | néonatals
VODOSINIRO (7) | vidoirs, virions
RESIVIQARU (9) | vraquiers (équarris)
MITUNUFENU (8) | futunien (uniment (adv))
ONOHUGISIS (8) | shogouns (shoguns, uginois°)
AGESECAVEM (7) | agacées, cavages
EXAMADISES (8) | damassée (vt)
DUSAHETESA (8) | hautesse, aethuses, dateuses(eur)
IOSMEMORLG (8) | lommoise, gommiers(nm), gloméris(inv), rogommes
OIFEAAPSRU (8) | parousie
ACFQMAUORI (7) | formica (corium, fourmi, fumoir)
DSAENIIAMO (9) | modanaise°, aminoside, amandoise°
SIARJLCSSE (9) | clarisses (cassiers)
GAMPRTEOIH (9) | phragmite (atrophié, graphité (vt), parigote, triomphé(vi))
ESOPULYGIC (8) | liposucé (vt)
AREPEHIRIC (8) | archerie,charriée,ciprière(nf),écharper,éparchie,précaire,raperché(vt),rapiécer,rechaper(vt)
HENEPEGEMU (8) | empéguée (vt) (x) ((péguée (vt)))
UTOORTPICC (7) | coupoir, occiput
LEMICALORE (9) | localière (ier)
BTONURISIT (9) | turbotins
CILUSARIRO (8) | racloirs, sarcloir (carolus(inv),courlis(inv),sourcil,corrals)
SENIWECELE (7) | enlisée, enliées(vt), ensilée(vt), ciselée(vt), silence
MCUMERELET (8) | électeur, électrum, trémulée (vt)
EVEWIMISER (8) | virémies
ICERARAHYT (8) | chataire (ou cataire), catarrhe (+catarrhal,e,aux,eux)
SOTOTUVITE (7) | VTTiste
GNECYPOTEL (8) | génotype,lycopène,pétoncle (congelé,écotype,pécloté(vi),plongée,potencé(adj),pyogène)
ETIHENAVAC (9) | échevinat (achevant,châtaine,chevaine(nf),inachevé,vaticane(nf))
ARUSETILAG (9) | ligaturés(vt),salutaire (arguties,australe,gastrula,guétalis,guitares,laitages,lauréats,lustrage,tauliers(ière),tuilage)
ATETAPIDEN (9) | antidatée(vt),inadaptée(adj) (dépitant,épatante,patienté(vi),tapenade)
ESIMUQAFES (9) | mafieuses
ETICODENAG (8) | anecdote,candiote(nf),ciotaden(enne),congédié,décagone,dicétone,encodage,génocide,océanide
OCIABARDRP (7) | corrida, picador, parador, brocard(+brocarder,vt), crobard(ou crobar)
PRETENANIC (10)| pentacrine (tenancier(e),nectarine,carpienne,anticerne)
ISARUDABOH (9) | abasourdi (sahraoui(e))
DOCENENECI (9) | décoincée(vt), indécence (concédée, dénoncée, décennie)
UPAETONTEO (8) | étoupant (vt), autopont, pantoute(INV)
IRINATARAG (8) | garantir (tanagra, tangara)
MIIEVATEHP (8) | empathie (impiété, hématie, amphète)
ONIIMMEYHP (7) | mi-moyen(s) (phonie, minime, nymphe, nympho, myopie)
FADMJIONOA (6) | amidon, domino, djaïna (ou djaïn(e), jaïna, jaïn(e))
AOILPEETNH (9) | enthalpie, phénolate, phtaléine
VRNAIQSEUA (9) | navarques (arnaqués, vauriens(enne))
PNSIMYOREI (9) | prosimien (épyornis(ou aepyornis, inv²), myrosine, onirisme, ripiénos)
FIRISOCSAO (7) | ariosos, fiascos, fossoir, sirocos (ou sirocco)
ATPHALACEJ (8) | calathéa (althaea (ou althéa), catalpa, patache)
YALBNUSMSH (7) | banyuls (inv) (albums, blushs, uhlans)
ECONELIRIR (8) | cornière (ier), roncière (ier), crinière
CEHETISIPE (9) | pétéchies (épeiches, hectisie)
YMETOLAPED (8) | pélamyde (ou pélamide), pélodyte
JNOQURAIMV (9) | majorquin(e) (maroquin(+maroquiner, vt)) ((roumain))
PVEHREFSOO (8) | free-shop(s), freeshop(s), oosphère (éphores)
ICINEDYDOD (7) | conidie (conidé(nm), diiode, indice, idoine, dodine)
AAEVNKUIAD (6) | aunaie(ou aulnaie),advenu(vt),avanie,naïade(+naïadacée),vedika,niveau,viandé(vt)
PUAAJTEKAV (6) | jataka, javeau (taupé(vt))
ERUQPCRINI (8) | princier(e), picrique
VSPEOLELSI (8) | ellipses, oseilles, oiselles, sépioles, spoliées, spoilées
TEIRODSHEE (10)| hétéroside (théorisée(vt), déshérité(vt), hérédités)
ENEDOWEBEG (7) | dégênée (vt), endogée (adj), engobée (vt)
DUURENEBEL (9) | dénébuler(vt)+dénébulisé,nébuliser(vt) (x)
IGUVEMADUL (8) | guimauve, divulgué(vt) (divagué(vi), guideau)
UETIRIQISI (8) | quirites, réquisit
AREHOCODAT (8) | horodaté (adj) (cahoter(vt),cathode,cohorte,thoraco,tchador,charade,tocarde,cathare)
LUETGQRUOE (9) | teurgoule (x)
ZOEIQDUOIO (7) | iodique, dioïque (deuzio (inv))
ROUTEOSIMA (9) | atomiseur (nm)
LFTSERESNI (9) | esterlins
ARAROPROKY (6) | arroyo (parka)
IOLAANTZNS (8) | insolant (vt), nolisant (vt), national
ECRIMPIEEY (8) | épicerie, épicière (empyrée(nf), empirée(vt), pie-mère(s & s), périmée)
IEATSEOSBT (9) | baisotées (vt)
ESTEFHIEES (8) | esthésie (x)
SIRTSEMEIP (10)| empiristes (+ isme, ique) (piétismes)
OSNPUVIOAU (6) | apions, avions, pavois(nm+pavoiser,vt), pianos, poison, supion
LIRANOMENA (9) | normalien (amarnien°,anomalie,anormale,maïorale(adj),nominale)
TLONATUXEN (8) | entôlant(vt), exultant(vi), tonneaux (énouant(vt),talonné,tâtonné(vi))
CIDERIRUTE (9) | créditeur(trice), directeur
DCINEVASOZ (8) | donacies, vandoise (nf)
DEPESINOBI (9) | oedipiens° (bipédies)
OGATOLEVIL (8) | glavioté (vi), volatile (adj)
ROCOVERABI (7) | crabier(nm), bicarré(adj), aérobic
UILANOCALE (8) | alcaline, lionceau, canaille, colineau(ou colinot), alliance
ESUMATEDUN (10)| mansuétude (x) ((médusant (vt) ))
EROVENERUN (8) | nervurée (vt)
LANUGALINO (8) | lagnolan(e) (alangui(vt), guillon, lingual(e,aux))
RETECERAHI (10)| archetière (archetier, charretée(nf))
NOMOLACULE (8) | néolocal(e,aux) (alcoolé+N(nm),calomel,clonale+O,colonel+A(elle),moellon, monceau,monocle)
OTAUNIMMDU (9) | auto-immun(e,s) (manitou, tinamou)
AGIAAQEOAM (6) | agamie (+ agami, agame, agamidé(nm))
EVALOLIDED (8) | oeillade
OLOVUNOFUS (7) | foulons, ouolofs (ou wolof)
SAFEROLISI (10)| filarioses (foliaires)
SLNELOIPEI (9) | éolipiles (ou éolipyle), pollinies (spinelle)
IPALAHOTAN (8) | antihalo, oliphant (ou olifant, nm)
RATYCENURA (8) | cyanurer (vt), arcature, cranteur(euse), récurant(e,s)
ALIRNSEPAR (10)| lesparrain (planaires, parrainés)
NEONSOATOM (9) | monotones (Sonotone, matonnes, manetons)
ASEFISVYNE (8) | vanisées (adj), vésanies
AESNCEIMMP (9) | mécanisme, pemmicans, émancipés (acméisme,pinacées(nf),mécanisé(vt),spécimen,capésien°,sapience)
IIAOELOGTR (9) | tarologie (gratiole, rigolote, trilogie)
TEQIVNEGEA (8) | éveinage, négative (vintage,veinage,vigneté(vi),angéite,naïveté,évitage)
PTSOBOMAAA (7) | mastaba (bas-mât(s), sambot)
IENPRROITW (9) | pierrotin(e) (potinier(e), poitrine, priorité)
OYTERSNEAT (9) | attorneys
ILSPRTAESS (9) | pilastres (alpistes,assister,partiels,piastres,ratissés,spiralés(al,aux,adj),starisés(vt),tapisser,palisser(vt))
OWCEDRNUOA (9) | cordouane (cordouan)
ZILINATANE (9) | antinazie (adj) (aliénant, annalité (+annaliste))
IEOANSDNEI (9) | adénosine, denaisien
ETIPATILOS (9) | politiste
AEREPDAARS (8) | parèdres
LENOQYCANO (8) | clayonné (vt + clayonnage) (colonne)
MDREPIIITD (7) | mitridé (nm), primidi
NLCCHNEERE (10)| enclencher (x) ((encerclé))
EGORATIMED (9) | garde-mite(s) (diamètre, médiator, ermitage, diatomée (nf), tragédie)
ERINEMUGJE (9) | meringuée (vt) (merengue/é (nm), meunière)
LUDEBUSASU (7) | subulés (adj)
AMESODTACT (8) | mascotte (tomates, stomate, estomac, comtats, tocades)
OTIEADMLIO (8) | dolomite, modalité (dolomie, ad litem (inv))
CUROSETIPA (10)| écrapoutis (vt) (autopsier, coapteurs(nm))
SORIRISOBI (7) | bossoir (brisis (inv))
EAIRNNRMRS (8) | merrains
OFLEDCSIOR (8) | doloires, forclose, colorisé (vt), coloriés
ACHOJELDIE (8) | chéloïde (acholie, cajolée, chédail(s), chiadée(vt))
PAIDQRIETE (9) | pédiatrie (départie(vt), dépatrié(vt), pédiatre, rapidité, tire-pied(s), tapiridé(nm))
EARMCLNIAA (9) | calaminer (vt) (Cinérama)
ECAUSAIHLL (8) | alliacés (adj)
EARIEALEPU (9) | épaulière (nf) (lapereau)
RROIIEAETC (9) | écritoire(nf) (Carterie, oratrice, rétiaire, acrotère)
SBUBEIINNE (8) | ibsénien°, insinuée (bineuse(nf), bibines, nubiens°)
MPLAACENUA (9) | campanule (mea-culpa(inv), mea culpa(inv))
YFKGIAHACI (6) | haïkaï(+haïk,haïku) (gaïac, kacha)
USEGIAGSOZ (7) | séguias, seguias
HSCAOAPELT (9) | tchapalos
NPTNEUMUSC (8) | punctums (x)
RSPOSOECAS (10)| ascospores (crossopes) ((x))
IRNEAIXMYD (7) | diamine, minerai, ximenia(+ximénie), myriade, marxien
VAECRINLIS (9) | écrivains(aine), vicinales(al,aux)
OVETOSESEX (8) | exostose (exvotos)
YTIQWLBIUR (7) | tilbury(s) (x) ((bruit, tribu))
ILOSUFOSAR (8) | fouloirs, furiosos
AEGONOSINI (8) | giennois°
PORARIFIJA (7) | a priori (inv) (paroir)
NOLOTALIMN (8) | mannitol (ou mannite), manillon
CETIFIRANA (10)| africanité (africaine)
TATESEXEPI (9) | épitextes
RESEPOTALA (9) | pastorale(al,aux)
LISENUQOPI (9) | oulipiens° (ioniques)
SINOTALASU (9) | laïussant(vi+eur/euse)[laissant+U]
LENOLICIDU (9) | clin d'oeil(clins d'oeil,clins d'yeux) [indocile+L, nidicole+L](ludiciel)
TATOMOVOFA (5) | fatma, mataf
TAHESYIPUM (9) | sympathie [atypisme+H, athymies+P]
HTETETIQUD (8) | thétique [quittée+H, tiqueté+H(adj), éthique+T]
ECEMENITOS (10)| cétonémies [cimentées(vt)+O,centièmes+O,monétisée+C] (centièmes,cimentées=émincées+T)
ISDAGNEISI (9) | isignaise° [assigné+II] (x)
HUNICAIRIV (7) | chauvin[vaincu+H], chauvir(vi)
FIBEQUSANU (9) | fauniques (banquise, basquine(nf), faunique=afin que+U)
RIGEPYCETE (8) | précitée(adj) [récitée+P] (+crépiter)
DEBIRETISA (9) | bestiaire[abritées+I,rebâties+I], diatribes[aridités+B,diariste+B,tribades+I]
ROPEZYNISI (8) | ripiénos[inspiré+O,ironisé+P(vi),pernois°+I], épyornis(inv,ou aepyornis)[pernois+Y]
NLELOHIFIN (8) | filonien° [lionne+FI] (x)
WDUHOCARUV (6) | couard(e), auroch, choura, vaudou(e), cuadro
NNENOCUJEP (8) | juponnée(vt) (couenne)
YRAVAFETUT (7) | tartufe(ou tartuffe,+tartuferie)[fauter+T(vi),tâteur+F(nm)]
TIBEKOCUCI (6) | cotice [coïté+C(vi)]
LASARUPEME (9) | paralumes [ampleurs+A, palmarès+U]
RATEMESUTI (10)| estimateur (austérité[attirées+U,estuaire+E,truitées(adj),restitué+A,sauterie+T],éméritats[attirées+M],maturités,traiteuse)
SALERILIME (10)| milleraies (mésallier(vt),remaillés(vt)+I)
LALARYMIRI (8) | armailli(nm)(x)((amiral(e,aux),amaril(e,s),marial(e,s)+IR))(((marli,marri(e,s),riyal)))
RETAFEGENI (9) | éreintage[argentée+I(vt),égrainée+T(vt),gratinée+E,intégrée+A],fenêtrage[argentée+F,frégatée+N(vt)],génératif(ive)[enfaiter+G,gratinée+F,freinage+T],tégénaire
NITOTELOLE (9) | oeilleton[oeillet+NO] (x)
EHULUVINER (8) | niveleur(euse) (hiverné(vt),veinule,veinure,niveler,vreneli)
ELUMISETEC (9) | leucémies (leucites[cuitées+L],mutilées,stimulée,cultisme[mutilés+C])
INODUCAKES (9) | cousinade[adoucies+N,saoudien+C,donacies+U,douçains+E,doucines+A]
FETURUSESE (10)| fureteuses(eur) (teufeuses(eur))
NUCUPUSOVO (7) | coupons, soupçon (x)
RASIPURINE (9) | ripuaires[parieurs+I,prairies+U],urinaires[rainurés+I(vt)]
NETAMASADE (9) | mandatées[amandes+T] (x)
LEWAROSUBE (9) | labourées[aboulées+R,auréoles+B,boréales+U]
CORINALEVE (9) | acroléine, arénicole[caliorne+E,carélien+O,lécanore+I,olécrane+I]
KUTANERATA (7) | tartane(tartan), uranate[nature+A]
TYCANORESE (9) | orcanètes,carotènes,racontées[contrées+A,encartés+O],croyantes[racontés+Y]
PAGONERUSI (9) | praguoise°(ou pragois°)[argiopes+U,groupies+A/pragois=parois+G]
ADIQSLUESO (10)| odalisques(disloqués[dolique+S],squalidés(nm)[dualisé+Q])
ELETETEVAN (9) | télévente (lave-tête(s)[attelée+V,lavette+E])
AROTILERUT (9) | railroute[ruralité+O=laurier+T+O](autorité,lutraire,traiteur,rotateur,tutoriel)
VTALOCIRUS (9) | cultivars (claustro[scrotal+U],livarots[lavoir+T])
NOLUMINEGO (10)| monolingue (mongolien+U) ((lumignon))
EBERENEDEP (9) | prébendée(adj) (x) ((x))
UUHENIGOCA (8) | ingouche[chouiné+G]
VASUPENESA (9) | pavesanes(an)[pavanées+S]
CEDITEVETE (9) | détective (détectée)
OERABIMITE (9) | biométrie[remboîté/emboîter+I]
YLEDAMADUN (7) | mandale(nf)[malade+N], ladanum(ou labdanum)
NELONERAVE (8) | alréenne°[anneler+E], levronne(on)[envoler+N]
UDIQATICAR (8) | quartidi (x)
ECUMETIRIL (9) | lucimètre[réticulé+M(vt)](électrum[lecteur+M],limiteur(nm),muletier(ière),tuilière(ier),uricémie)
OLOTITISEN (9) | tolstoïen[otolites+N,linottes+O](insolite,isotonie)
EDUGEPITUR (8) | déguerpi(vt)[piégeur+D,répudié+G]
